Title	Video ID	Published At	Description	View Count	Like Count	View-Like-Ratio
Anti Sasuke AMV	fXfoGFqGj_I	2006-03-06T02:12:49Z	For everyone who hates Sasuke like me!	7619	114	0.01496259352
Jared Dalen Ski Demo	ygKZdkVnfv0	2006-04-16T05:04:45Z	Jared Dalen's 2006 ski demo. 360 540 720 900 grinds natural unnatural cliff jumps extreme cliff jumps water action sports skiing ...	7611	13	0.001708054132
Oblivion: What's going on here?	_Ik3kHUslrc	2006-04-20T19:03:51Z		7605	186	0.02445759369
Breaking free	nFpZnw2s70w	2006-05-07T22:19:15Z	A D/G Video to the song Breaking Free from High School Musical.	7563	52	0.006875578474
Final Fantasy 7 - 10 remastered	T3dCWsET_8U	2006-04-19T12:52:00Z	This is a remastered version of the orginal one I first put on here. I think it is alot better.	7456	23	0.003084763948
Serenity Video: River	1-GsMqSlgac	2006-04-23T02:11:31Z	Here`s my 2nd vid. it`s about River...hope you like it.	7454	32	0.004292997049
Like a Liar	oUMqDzRcBnA	2006-05-02T23:02:06Z	Gasp: A video made by me that isn't Harry Potter or slash? This is one of the few fanmade videos that you will see where Wendy is ...	7308	60	0.008210180624
Beef Police	BiH5KDpn500	2006-03-26T21:53:22Z	Burger King commercial broadcasted in Germany.	7276	18	0.002473886751
Troll Love	SBkICapq4bA	2006-03-02T22:05:41Z	EQ video, that shows, what trolls really love. ;-)	7225	24	0.003321799308
GIGA HEARTBEAT	39U7kvBEp0I	2006-04-10T19:43:24Z	Giga Heartbeat.	7225	29	0.00401384083
Elfenlied -Evanescence- Missing	hCMMPiOFtpc	2006-05-15T13:28:06Z	Just another silly Video of me XD~ Melancholie for you all- just vieq Ö_ö I do not own the rights on Elfenlied. I do also not own the ...	7216	71	0.00983924612
Guild Wars Faction Cinematic Trailer	q43td3hBWpg	2006-03-26T04:02:50Z	Sexay.	7120	23	0.003230337079
Naruto - Thunderbirds are go	QcCXGe3IUOs	2006-04-20T14:08:13Z	einer meiner ersten amv's xD.	6826	38	0.005566949897
Brother in Arms Hells Highway	mSDUurgqnDg	2006-05-08T18:29:25Z	Comparison Trailer.	6705	26	0.003877703207
Star Lords	Y5K1HG4kWgU	2006-05-04T11:18:09Z	These cultural entities, two of the biggest juggernauts of global propaganda, share similar plots, soundtracks, characters, ...	6703	22	0.003282112487
Midget in a spaceship eating a donut and flying	2DZblN_NdpA	2006-05-09T02:14:16Z	Weird movie I found.	6634	46	0.006933976485
Lichtschwerter Duell	lU2Ru3335M0	2006-03-30T09:30:59Z	Olli fight against Erik.	6535	20	0.003060443764
Steven Fatone Dancing in Trey D Music Video	YkCYjM8wTWk	2006-03-30T19:54:51Z	Steve Fatone Dancing in Trey D Music Video back in 1997 Try D had a few songs over in Germany This was shot in LA The outfits ...	6510	10	0.00153609831
henry gale	Ha6SvmuC_eI	2006-05-05T18:30:26Z	a vid about henry gale and how he controls the hatch.	6257	46	0.007351766022
MATRIX Stand My Ground	w0sR8OGNT1g	2006-04-21T12:33:59Z	Keanu & Carrie are led Within Temptation to Stand My Ground. Enjoy Music by: WITHIN TEMPTATION: Intro Stand My Ground ...	6162	40	0.006491398896
Haku - My last breath	pTiM9D7fYag	2006-05-15T17:16:15Z	ask me for full quality download link (zzzyzzz@gmx.de)	6072	84	0.01383399209
I Ask of You	Tk6AWFCFHzM	2006-05-31T19:57:19Z	Olivia Benson/ Elliot Stabler video.	5998	36	0.006002000667
I love flying	c7m8ujkOmjo	2006-05-08T00:05:32Z	If you like aircraft, you'll like this.	5772	14	0.002425502426
Hotchpotch - Kualala Lumpur	zhZDkhCm7Qw	2006-03-07T23:07:27Z	This is a the first music video for the Austrian band Hotchpotch. They won the Austrian Yamaha Band Contest in 2003 and ...	5733	32	0.005581719867
prozacs grenades	i6BrcvZRbwA	2006-05-12T11:43:36Z	Well basically it's just a few frags with the grenades that when I made them I went 'WTF!', and I made a crappy encoding. It seems ...	5692	13	0.002283907238
Lee Soo Young - Secret (Grace III)	49y2Acqdfyo	2006-03-26T15:12:13Z	A third MV of Lee Soo Young's Grace to explain the first one which is very confusing @_@	5564	23	0.004133716751
Little Flower [2006]	0Wz7wcvcwq4	2006-04-24T17:49:10Z	A flower needs a lot of water and sun.	5443	37	0.006797721845
Hundertwasser Modell	jKchobIX0zs	2006-03-18T20:13:31Z	Modell des Hunderwasserhauses im Magdeburger Rathaus.	5423	12	0.002212797345
Gaijin - Die Kirschblüte	C0FiNObQ_PE	2006-05-09T21:12:08Z	Videoclip von Doc Dondo, Larsaction & Slomo Gedreht am Strand von der Normandie im Samurai-Style.	5220	30	0.005747126437
Nicodemus - Next in Nocturne	D530ANE10zI	2006-04-10T12:04:54Z	Music Video for Nicodemus Next in Nocturne from the album Vanity is a Virtue directed by Joni DeRouchie www.nicodemus.us.	5202	30	0.005767012687
Ah! My Godness - Heaven is a place on earth	xuIz80kMlos	2006-03-23T20:27:42Z	I love it *.* I hope you too^^	5143	49	0.009527513125
Deutsch AMV-HonkEntertainment	J-eqGSEb0tg	2006-04-24T13:01:49Z	Music:Die Prinzen-Deutsch Made by:HONK,CloudStrife,Robse(Shadow)	5121	39	0.007615700059
start with red - commercial	KI6K2ckm5Lw	2006-05-22T22:35:50Z	tv ad of campari for germany.	5099	2	0.0003922337713
Apple Candy	I81nquXfx_s	2006-04-22T13:07:03Z	A vid about the Jack/Kate/Sawyer love triangle. Sawyer wants Kate but he also wants the man she's in love with...	5022	28	0.005575467941
El Caco - Substitute	pzZmNZa_ZU0	2006-04-21T18:13:29Z	I love this song, and the vidio's cool ^^ El caco is a Norwegian band (im from norway) and one of my favourite bands! I heart the ...	4989	25	0.005011024253
Welcome To Hell	NeX96Zn2H_Y	2006-05-29T10:55:38Z	Fan Trailer for the Game Doom3 by ID-Software... www.shaolinproductions.org.	4986	39	0.007821901324
subway to sally_making of	hWAm4DQsWaE	2006-03-24T14:22:03Z	musikvideo_making of.	4975	46	0.009246231156
Hell above Water II	VAQoJxupnew	2006-04-20T17:41:17Z	The sequel to Hell above Water.	4924	23	0.004670999188
Buki	TuGRdOSD8bc	2006-03-04T10:03:17Z	Sudeki Trailer - Buki.	4896	16	0.003267973856
Tigs - And Again Video	D3U2GgkmK30	2006-05-22T18:57:32Z	www.myspace.com/tigs (Tigs video for the single AND AGAIN - which was directed by Chris Boyd who Brian Sewel describes as a ...	4777	60	0.01256018422
Rodney Holmes @ Musikmesse Frankfurt 2006 pt. III	F0M68knY8pI	2006-05-19T06:54:55Z	Rodney Holmes (Steve Kilmock Band) playing at the Musikmesse in Frankfurt - Live on stage!	4682	73	0.01559162751
Ms. Lee Young-ae	oR1C5J-D0sE	2006-03-14T14:14:50Z	commercial.	4636	16	0.003451251079
Rough AppRoach (german version)	vR1yEZvJewM	2006-03-18T11:43:22Z	Two special branch roaches on their task talking about life and reinkarnation - funny!	4631	20	0.004318721658
Supernatural Vs. Lacuna Coil	lFVtdn4uwuo	2006-05-31T14:49:29Z	This is the very first music video i made. It is supernatural clips to Lacuna Coil's Devoted.	4599	19	0.004131332898
Rayman Raving Rabbids Trailer 2	5Oq__H-9oVY	2006-05-11T10:36:17Z	Rayman Raving Rabbids Trailer 2.	4542	14	0.00308234258
Meeresrausch (Ocean rush)	hlwYPtwC6TE	2006-03-13T22:08:17Z	An ocean... ... the year 1884... A guy in a boat has urgently to take his early morning piss, but... ... ... ... ... 28 years later... ... same ...	4540	12	0.002643171806
Neue Nationalgalerie: Installation von Jenny Holzer	P2V2mD36Pm0	2006-04-04T19:31:30Z	Die Installation von Jenny Holzer, am Abend des 03. April 2006 in der Neuen Nationalgalerie, Berlin.	4530	6	0.001324503311
Too Fast For Love	ZNctRGDE1sw	2006-03-12T20:36:17Z	A shot film about a man having to decide between finding love and his love for hair metal.	4480	42	0.009375
movin360 panorama movie in st. moritz	IwRfYXVSSo8	2006-05-16T18:02:36Z	360 degree movie in and around st. moritz.	4359	7	0.001605872907
DDR Universe Trailer	snBk-CcJAdg	2006-05-09T07:07:31Z	DDR Universe Trailer.	4350	7	0.001609195402
Darling Waste Learn To Be Happy (Brokeback Mountain)	T-4N_zhTX5M	2006-03-27T04:33:22Z	Darling Waste's Learn To Be Happy to clips from Brokeback Mountain.	4337	11	0.002536315425
Aloha Jet - All My Dreams	psHfgw2_pG8	2006-04-14T13:10:07Z	HAWAII METAL.	4257	10	0.002349072117
Command & Conquer 3: Tiberium Wars	Ag8CCWixxdI	2006-05-18T11:53:55Z	Command & Conquer 3: Tiberium Wars.	4245	2	0.0004711425206
Shy Marona from Virage Dangereux	C8Qi5YYvP1k	2006-03-27T21:56:47Z	This is one of three videos I buyed after having too much beer at a punk rock concert in Brühl (Germany) for 3$. The Band is called ...	4238	19	0.004483246815
Anti Trust - Hand in Hand	K9k6MP8K2ac	2006-03-07T21:40:14Z	Music-Clip, Musik-Video.	4237	10	0.002360160491
Oblivion Neckbreack	WD3C0Cb59qk	2006-04-07T22:35:41Z	Ouch.	4135	5	0.001209189843
Medal of Honor Airborne	p6lzB4sNeu8	2006-05-26T13:26:04Z	Medal of Honor Airborne.	4097	1	0.0002440810349
Matter of Degrees by the Makers	DD_08Pabg-4	2006-05-12T00:12:25Z	Buy this song/album on iTunes: http://itunes.apple.com/us/album/everybody-rise!/id79085166 Buy the CD from the KRS store: ...	4037	28	0.006935843448
Silent Hill 3 - What You Call Faith	e9bHaHCB0Yg	2006-03-07T01:57:44Z	Vincent and Claudia... talkin'. From Silent Hill 3.	4010	61	0.01521197007
Question!	F_BK8Ou_cCI	2006-05-06T15:41:40Z	Nyu~ my 3rd Rozen Maiden-AMV.. but I like it most... ^_^; I hope you'll like it, too. Song: Question! by System of a Down Anime: ...	4008	13	0.003243512974
Lorenzo Lamas Vs A Dog at Chess	w96H5jSDnGk	2006-05-15T21:50:01Z	Lamas (Snakeater himself) manages to lose to a dog at chess and get cheered by Phylis diller.	3987	12	0.003009781791
Suche Kontakt	YoquzOxqvzM	2006-03-05T14:35:15Z	Punkrock Karaoke.	3930	31	0.007888040712
Dil Reh Raha Hai	O5yocUP0D-s	2006-05-14T06:26:07Z	salmaN, Kareena, n eayh.	3904	4	0.001024590164
adidas whatsnext - ClimaCool Cyclone Fish - adidas climacool	1I95fmHjtYg	2006-04-22T14:01:21Z	adidas whatsnext ClimaCool Cyclone Fish video ads and clips. adidas climacool vodcast fish ad and video clip for an adidas shoe ...	3885	15	0.003861003861
Xenogears - Dark from the Dying	YCFnxln-gr8	2006-05-20T01:26:05Z	A lazzy day with some stuff ^^;; So and this video was the result. Its my second AMV. And it as really hard to work with so cheap ...	3870	58	0.0149870801
Millionaire Fair Shanghai 2006	PLaUWGdJRF4	2006-05-02T08:45:30Z	The first Millionaire Fair in Asia took place in Shanghai, China from april, 28th until april, 30th 2006.	3834	6	0.001564945227
Heres to Edward	0IoVAhhbVEI	2006-04-17T07:26:01Z	An AMV I found and I really liked it, so I hope you will to!!! Oh yeah and.....EDWARD ROCKS!!!!! Don't you all agree?	3815	25	0.006553079948
Bee and Flower - I Know Your Name	PNvPkRIIvVU	2006-05-12T04:28:40Z	Great Bee and Flower Video.	3785	16	0.004227212682
Tomb Raider: Legend- mix	PVvM-fil8Ks	2006-05-06T10:00:13Z	It's my new TR7 trailer witch music from the game. Enjoy! :)	3762	19	0.005050505051
Naruto and Sasuke This is Who We Are	8JmosveJFvc	2006-03-20T21:01:44Z	my firt amv naruto and sasuke Hawthorne heights this is who we are.	3673	60	0.01633542064
Brokeback Jack& Ennis	whJxRjUvkx8	2006-04-10T04:20:53Z	My second video, hope you enjoy it :)	3628	15	0.004134509372
AMV-Nightwish	8guTYtgRd-4	2006-04-08T19:21:52Z	Song:Nightwish-Wish I Had An Angel Animes:Elfen Lied Air Ah!My Goddess! These are my favorits.^_^ Please comment it!	3611	19	0.00526170036
Red Steel Trailer	_7m00WM5oSg	2006-05-11T06:15:05Z	Red Steel Trailer.	3550	1	0.0002816901408
Addicted (Charlie)	zCEYMXyFOd0	2006-05-14T18:55:05Z	Fandom: Lost Character(s): Charlie Song: Addicted - Kelly Clarkson Summary/Notes: My first video ever. Mostly, this was me ...	3519	19	0.005399261154
Open Book	Vny0O9-rkXo	2006-03-04T11:24:49Z	Short animation 'bout a boy seeing his future in a book at the library.	3459	9	0.002601908066
fanvideo - J-Rock Cruel	RT1IIcrwVD8	2006-03-23T10:40:15Z	a fanvidero make by me with dir en grey, D, alice nine, gazette, gackt, dbsk on tori amos - Cruel.	3436	60	0.01746216531
Always on Your Side	0hZhgWpUWEI	2006-04-03T05:00:20Z	Harry and Hermione have chosen Ginny and Ron, respectively; they realise their feelings for eachother too late.	3425	30	0.008759124088
badgetest	6DQPytnxvlo	2006-04-09T23:34:55Z	Testing of Badge of the Swarmguard trinket.	3302	7	0.002119927317
F-Zero GX - GPMR Flying - 19467	5EAK9xqzckA	2006-05-22T10:51:39Z	Stefan Mahrla sets a flying time of 19467 on Green Plant: Mobius Ring with Maximum Dragon.	3259	15	0.004602638846
Lost Poison	-i682vrxLx4	2006-04-19T23:19:02Z	a lost vid about how kate is like poison to sawyer. music- Poison by Alice Cooper.	3079	29	0.009418642416
titanic	oZWa3Kn1U6U	2006-05-14T17:55:20Z	kein plan wer die sin aber die heissen lari und gafa oder so naja viel fun dabei muahahaha.	3068	11	0.003585397653
Everybody's fool	u79AOqgSzVw	2006-05-10T13:16:58Z	A Phantom of the Opera X Evanescence crossover music video... I made a while ago and people told me it was good... so here it ...	3063	43	0.01403852432
E3 2006: Alone In The Dark Trailer	Y-Q6tmt3iD8	2006-05-17T16:08:07Z	Dies ist der erste Trailer zum kommenden Next-Gen Teil der Alone in The Dark Reihe.	3019	9	0.002981119576
Perfect Dark Werbung	Gn7UoQfnAgk	2006-05-22T09:45:11Z	The sales promotion of the perfect Ego shooter for N64.	3012	9	0.002988047809
Easter titans	JeEZ1G_1eH8	2006-03-07T15:00:42Z	Find out about the real origin of the easter titans. Nice short animation. Funny!	2978	10	0.003357958361
Touch me Phantom	A1DAR1i4Jb0	2006-03-07T20:20:21Z	ähem....yeaaah.	2956	13	0.004397834912
Ryu's the better Robin Hood	p-cjLQNWlzc	2006-05-07T08:05:17Z	Ignore the title *cough*... I made this... as an (unfunny ^_^;) joke. Maybe you'll like it, who knows. xD; The song is Robin Hood's ...	2822	16	0.005669737775
Hind Cazachstan AAR 01	dbxbtEpXDL4	2006-03-13T13:53:11Z	Flying a campaign mission.	2775	13	0.004684684685
Somewhere I belong	7pKkzPEpvdo	2006-03-22T04:57:15Z	Chobits Linkin Park this video is not of MooMoo Production.	2763	32	0.01158161419
mostyle.tv charater reel 06	K7zoPd5LzQA	2006-05-21T11:36:21Z	it´s a reel, showing some 3D charakter related work around 2004/05 from freelance 3D Artist mostyle.tv.	2752	7	0.002543604651
Resident Evil Menu	AfOOLJBMJHg	2006-03-30T16:15:19Z	This is a video I made so a dvd I created. I hope you like it.	2729	17	0.006229388054
I Must Be Dreaming	Xf5iNNk2l2A	2006-05-25T21:49:19Z	This was done by me (Liei) to a Evanencense song. FMA all the way.	2700	8	0.002962962963
Pilots	NbzF0HjJbsk	2006-04-12T12:56:47Z	who knows.... ;)	2691	5	0.001858045336
Bush Administration Reasoning for Invading Iran	CSLyrbLUqig	2006-03-08T19:58:41Z	Watch more at http://www.theyoungturks.com TYT Network channels: TYT Interviews http://www.youtube.com/tytinterviews TYT ...	2624	41	0.015625
anime	TqFCySnQy_E	2006-04-02T06:42:06Z	anime farting.	2574	3	0.001165501166
Molten Core Garr	KXOPXnMkZRU	2006-03-27T21:07:40Z	WOW Movie.	2445	0	0
Changes_Last Unicorn	mZ9uR2_RZE4	2006-04-07T06:31:57Z	A Last Unicorn Video about everything she goes through If you leave a comment, you get a smiley face Video clips & Song are not ...	2442	13	0.005323505324
Never be the same again AMV	yOtDbmIAksI	2006-05-21T07:27:22Z	Final Fantasy AMV enjoy.	2334	16	0.006855184233
MermaidMelody-Preview-Folge19	nGm_3uhnIxc	2006-04-04T15:48:00Z	This is the preview from de episode 19 from Mermaid Melody.	2303	4	0.001736864959
Firemaw	bTfbonJv_eg	2006-03-19T13:51:10Z	Firemaw.	2294	4	0.001743679163
Not Responsible	yGWG_4G0Jf0	2006-03-31T01:19:30Z	An FMA video featuring We Are by Ana Johnson. It came out kinda good, but since WMM decided to be difficult with me. . .the ...	2283	9	0.00394218134
Letty Video	tL4TL-KmT7w	2006-03-21T04:14:32Z	This is a video of the character Letty Mayer(protrayed by Reiko Aylesworth) in the movie Crazylove. Reiko portrayel of Letty had ...	2278	14	0.006145741879
fandub FMA	n-_xGQcAc_s	2006-04-13T20:39:28Z	Es uno de mis primeros fandubs, es del capi 30 de FMA, hay unas partes que no se entienden...	2231	12	0.005378753922
osadia	iHPxBo3txkU	2006-05-04T11:30:41Z	www.osadiaonline.com -Osadia is a street company formed in barcelona in 1996. The company offers an original and provocative ...	2197	12	0.005461993628
Bulletwitch	zJIUqTiNErM	2006-05-09T06:51:35Z	Bulletwitch Trailer.	2149	5	0.002326663564
Kanon:Home Town	k_eB3Cuu460	2006-03-20T22:21:36Z	AMV The Anime is Kanon	2127	22	0.01034320639
88SLIDE: Action88 News 3/23/06	BwLYQJyG5bY	2006-03-23T07:06:13Z	88SLIDE is a daily one minute trivia challenge format, distributed via the Internet at 88slide.com, and through iTunes as a video ...	2037	2	0.0009818360334
Preview of Interview with Reinhold Ziegler	4yVnYiiJsJY	2006-03-22T06:23:28Z	Go to www.consciousmedianetwork.com for the full interview FREE!	2006	6	0.002991026919
REFLECT AND ACT - Digital Storytelling Vorarlberg	gz2dvcWvYGo	2006-04-03T15:44:14Z	Trailer (16:9) DU MÖCHTEST RESPEKT?	1918	4	0.002085505735
Away	W1iYvGnTsGM	2006-03-17T17:53:59Z	This is a tribute to Harry. I know it isn't something special, but i like it anyway. I hope you'll like it, too.	1872	24	0.01282051282
Rayman Raving Rabbids Producer Interview	bAvbsJC3-2A	2006-05-17T10:57:27Z	Rayman Raving Rabbids Producer Interview.	1859	13	0.006993006993
lame little boy.	ZJywlYSNkB0	2006-03-06T17:58:16Z	little boy makes fun of gerald.	1828	1	0.0005470459519
Tales of Phantasia vs. Tokio Hotel	raY9cEPUEoA	2006-04-03T17:59:55Z	My first music video XD~ This Song is from Tokio Hotel .. a Boyband from Germany XDD ~ Whatever .. by the way I don't like the ...	1812	8	0.004415011038
Remote View	pd-uM9Fyb28	2006-03-07T20:48:43Z	offical Video taken from CD Lonestar by Lacasa del Cid.	1762	16	0.009080590238
WoWScholo	EDW5PNeKazY	2006-05-02T23:25:41Z	2er SCholo Run.	1748	5	0.002860411899
Halo 3	DAzXdWaNHT0	2006-05-10T05:20:01Z	Halo 3.	1726	3	0.001738122827
Space Sheriff - Episode 2	VDq4gENElRs	2006-04-06T00:53:02Z	Space Sheriff gets a visit from an Alien President.	1647	0	0
Final Heart Break	qnCG9tneLAQ	2006-03-11T22:50:12Z	This is an AMV that I made, it has SPOILERS from some of the Final Fantasy Games and Kingdom Hearts, so dont watch unless ...	1626	3	0.00184501845
final fantasy best friends	ebEDR0RgEfM	2006-04-19T01:45:01Z	best friends for life!!!!	1598	12	0.007509386733
Touching The World Lines (2)	kOziY-fRwX0	2006-05-20T16:49:26Z	http://nadishana.com This film based on the motional practices of ancient kuzhebar aborigines and combines dancing, fractal ...	1554	12	0.007722007722
Meine Heimat	BaESMQAsaEo	2006-03-10T09:54:40Z	Webseite: www.livinginireland.de.	1536	6	0.00390625
Boulevard of broken dreams	7tufQl7kKMY	2006-04-25T15:14:28Z	A Terra and Raven tribute.	1491	21	0.01408450704
Assassins Creed	7HQesS0av6o	2006-05-11T16:54:41Z	Assassins Creed.	1461	2	0.001368925394
nodding dogs as canvassers	K3TQdLgV3uI	2006-03-28T12:39:55Z	advert: mayoral election weimar2006 with some animal assistance.	1446	1	0.0006915629322
Lost Lamb	rsQcVrJxxwA	2006-05-06T01:43:18Z	A cutscene from Xenogears.	1437	4	0.002783576896
rowing d´dorf	V6V0jdfPnl8	2006-03-04T10:04:53Z	some old vids from duesseldorf harbour!	1293	1	0.0007733952049
tokio hotel conzert oberhausen 11.03.2006	9ji00vAO1AI	2006-03-25T12:36:32Z	schauen.	1277	5	0.003915426782
